Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_170045_20171007_20200903_02_T1,LC08_L1TP_170045_20171007_20200903_02_T1,LC81700452017280LGN00,2017/10/07,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/03,2020/09/03,2017-10-07 07:49:10.237572,2017-10-07 07:49:42.00757,LGN,DAY,   0.00,   0.06,606,5,    4.842,    3.498,    3.348,LPGS_15.3.1c,56.09554355,141.25790431,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.08"N,39°03'33.23"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'38.23"N,37°57'41.83"E,20°36'35.64"N,40°09'09.25"E, 21.67141,  39.05923, 22.71631,  37.94643, 22.71550,  40.16942, 20.61062,  37.96162, 20.60990,  40.15257,LC08_L2SP_170045_20171007_20200903_02_T1,LC81700452017280LGN00
LC08_L2SP_170045_20171023_20200902_02_T1,LC08_L1TP_170045_20171023_20200902_02_T1,LC81700452017296LGN00,2017/10/23,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2017-10-23 07:49:12.522303,2017-10-23 07:49:44.292301,LGN,DAY,   0.00,   0.07,611,5,    4.518,    2.913,    3.453,LPGS_15.3.1c,51.61769063,147.92594662,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.59"N,39°03'07.60"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67183,  39.05211, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC08_L2SP_170045_20171023_20200902_02_T1,LC81700452017296LGN00
LC08_L2SP_170045_20171108_20200902_02_T1,LC08_L1TP_170045_20171108_20200902_02_T1,LC81700452017312LGN00,2017/11/08,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-08 07:49:11.016115,2017-11-08 07:49:42.786113,LGN,DAY,   0.01,   2.96,595,5,    5.131,    3.318,    3.914,LPGS_15.3.1c,47.16857965,151.91248953,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°03'23.98"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'38.16"N,37°57'31.46"E,20°36'35.71"N,40°08'58.88"E, 21.67146,  39.05666, 22.71629,  37.94351, 22.71553,  40.16650, 20.61060,  37.95874, 20.60992,  40.14969,LC08_L2SP_170045_20171108_20200902_02_T1,LC81700452017312LGN00
LC08_L2SP_170045_20171124_20200902_02_T1,LC08_L1TP_170045_20171124_20200902_02_T1,LC81700452017328LGN00,2017/11/24,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2017-11-24 07:49:05.586972,2017-11-24 07:49:37.35697,LGN,DAY,   0.30,   7.24,562,5,    5.688,    3.723,    4.300,LPGS_15.3.1c,43.32189498,153.54001388,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.41"N,39°04'27.52"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'48.35"N,37°58'43.93"E,20°36'44.96"N,40°10'11.50"E, 21.67178,  39.07431, 22.71642,  37.96396, 22.71537,  40.18695, 20.61343,  37.97887, 20.61249,  40.16986,LC08_L2SP_170045_20171124_20200902_02_T1,LC81700452017328LGN00
LC08_L2SP_170045_20171210_20200902_02_T1,LC08_L1TP_170045_20171210_20200902_02_T1,LC81700452017344LGN00,2017/12/10,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-10 07:49:02.998402,2017-12-10 07:49:34.7684,LGN,DAY,   0.16,   0.14,585,5,    5.742,    3.605,    4.469,LPGS_15.3.1c,40.60195096,153.23571606,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°04'34.46"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'38.59"N,37°58'44"E,20°36'35.21"N,40°10'11.42"E, 21.67146,  39.07624, 22.71642,  37.96396, 22.71537,  40.18695, 20.61072,  37.97889, 20.60978,  40.16984,LC08_L2SP_170045_20171210_20200902_02_T1,LC81700452017344LGN00
LC08_L2SP_170045_20171226_20200902_02_T1,LC08_L1TP_170045_20171226_20200902_02_T1,LC81700452017360LGN00,2017/12/26,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2017-12-26 07:49:05.259999,2017-12-26 07:49:37.029997,LGN,DAY,   6.61,  10.47,556,5,    5.770,    3.705,    4.423,LPGS_15.3.1c,39.38584317,151.41508556,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.05"N,39°03'15.88"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67168,  39.05441, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC08_L2SP_170045_20171226_20200902_02_T1,LC81700452017360LGN00
LC08_L2SP_170045_20180111_20200902_02_T1,LC08_L1TP_170045_20180111_20200902_02_T1,LC81700452018011LGN00,2018/01/11,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-11 07:48:59.31988,2018-01-11 07:49:31.089879,LGN,DAY,   0.11,   0.08,597,5,    6.088,    3.852,    4.714,LPGS_15.3.1c,39.88192854,148.49891221,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.16"N,39°03'48.35"E,22°42'58.86"N,37°57'08.17"E,22°42'55.66"N,40°10'30.97"E,20°36'48.10"N,37°58'02.46"E,20°36'45.25"N,40°09'30.06"E, 21.67171,  39.06343, 22.71635,  37.95227, 22.71546,  40.17527, 20.61336,  37.96735, 20.61257,  40.15835,LC08_L2SP_170045_20180111_20200902_02_T1,LC81700452018011LGN00
LC08_L2SP_170045_20180127_20200902_02_T1,LC08_L1TP_170045_20180127_20200902_02_T1,LC81700452018027LGN00,2018/01/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2018-01-27 07:48:50.357519,2018-01-27 07:49:22.127518,LGN,DAY,   1.52,   8.39,567,5,    5.561,    3.693,    4.158,LPGS_15.3.1c,42.06367196,144.79382567,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.47"N,39°04'49.84"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'48.49"N,37°59'04.67"E,20°36'44.82"N,40°10'32.23"E, 21.67152,  39.08051, 22.71646,  37.96980, 22.71533,  40.19279, 20.61347,  37.98463, 20.61245,  40.17562,LC08_L2SP_170045_20180127_20200902_02_T1,LC81700452018027LGN00
LC08_L2SP_170045_20180212_20200902_02_T1,LC08_L1TP_170045_20180212_20200902_02_T1,LC81700452018043LGN00,2018/02/12,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2018-02-12 07:48:43.755609,2018-02-12 07:49:15.525607,LGN,DAY,   0.00,   0.09,588,5,    5.514,    3.903,    3.896,LPGS_15.3.1c,45.70152619,140.48158082,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.97"N,39°04'59.09"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'38.77"N,37°59'15.07"E,20°36'34.99"N,40°10'42.53"E, 21.67138,  39.08308, 22.71648,  37.97272, 22.71531,  40.19571, 20.61077,  37.98752, 20.60972,  40.17848,LC08_L2SP_170045_20180212_20200902_02_T1,LC81700452018043LGN00
LC08_L2SP_170045_20180228_20200902_02_T1,LC08_L1TP_170045_20180228_20200902_02_T1,LC81700452018059LGN00,2018/02/28,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/02,2020/09/02,2018-02-28 07:48:36.948349,2018-02-28 07:49:08.718347,LGN,DAY,   0.07,   0.04,597,5,    5.039,    3.453,    3.670,LPGS_15.3.1c,50.37478993,135.48954056,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.08"N,39°04'53.40"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'48.49"N,37°59'04.67"E,20°36'44.82"N,40°10'32.23"E, 21.67169,  39.08150, 22.71646,  37.96980, 22.71533,  40.19279, 20.61347,  37.98463, 20.61245,  40.17562,LC08_L2SP_170045_20180228_20200902_02_T1,LC81700452018059LGN00
LC08_L2SP_170045_20180316_20200901_02_T1,LC08_L1TP_170045_20180316_20200901_02_T1,LC81700452018075LGN00,2018/03/16,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/01,2020/09/01,2018-03-16 07:48:27.645023,2018-03-16 07:48:59.415021,LGN,DAY,   6.73,   3.63,437,5,    4.977,    3.573,    3.464,LPGS_15.3.1c,55.53462522,129.50056282,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.48"N,39°05'06.22"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'48.53"N,37°59'15.04"E,20°36'44.75"N,40°10'42.60"E, 21.67180,  39.08506, 22.71648,  37.97272, 22.71531,  40.19571, 20.61348,  37.98751, 20.61243,  40.17850,LC08_L2SP_170045_20180316_20200901_02_T1,LC81700452018075LGN00
LC08_L2SP_170045_20180401_20200901_02_T1,LC08_L1TP_170045_20180401_20200901_02_T1,LC81700452018091LGN00,2018/04/01,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/01,2020/09/01,2018-04-01 07:48:21.116346,2018-04-01 07:48:52.886344,LGN,DAY,   2.12,  54.62,577,5,    5.032,    3.300,    3.799,LPGS_15.3.1c,60.53089353,121.96038140,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.22"N,39°04'20.39"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67145,  39.07233, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20180401_20200901_02_T1,LC81700452018091LGN00
LC08_L2SP_170045_20180417_20201015_02_T1,LC08_L1TP_170045_20180417_20201015_02_T1,LC81700452018107LGN00,2018/04/17,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/10/15,2020/10/15,2018-04-17 07:48:11.835536,2018-04-17 07:48:43.605534,LGN,DAY,   0.01,   0.01,583,5,    5.584,    3.471,    4.374,LPGS_15.3.1c,64.66724066,112.42048938,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.93"N,39°04'01.45"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'48.17"N,37°58'12.83"E,20°36'45.18"N,40°09'40.43"E, 21.67137,  39.06707, 22.71637,  37.95519, 22.71544,  40.17819, 20.61338,  37.97023, 20.61255,  40.16123,LC08_L2SP_170045_20180417_20201015_02_T1,LC81700452018107LGN00
LC08_L2SP_170045_20180503_20200901_02_T1,LC08_L1TP_170045_20180503_20200901_02_T1,LC81700452018123LGN00,2018/05/03,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/01,2020/09/01,2018-05-03 07:48:03.080022,2018-05-03 07:48:34.850021,LGN,DAY,   0.06,   0.23,574,5,    6.145,    3.514,    5.041,LPGS_15.3.1c,67.35436165,101.35005638,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.08"N,39°03'23.54"E,22°42'58.72"N,37°56'47.15"E,22°42'55.91"N,40°09'59.40"E,20°36'47.99"N,37°57'41.76"E,20°36'45.47"N,40°08'58.96"E, 21.67141,  39.05654, 22.71631,  37.94643, 22.71553,  40.16650, 20.61333,  37.96160, 20.61263,  40.14971,LC08_L2SP_170045_20180503_20200901_02_T1,LC81700452018123LGN00
LC08_L2SP_170045_20180519_20200901_02_T1,LC08_L1TP_170045_20180519_20200901_02_T1,LC81700452018139LGN00,2018/05/19,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/01,2020/09/01,2018-05-19 07:47:52.121256,2018-05-19 07:48:23.891254,LGN,DAY,   0.00,   0.00,571,5,    6.253,    3.554,    5.145,LPGS_15.3.1c,68.39706232,90.83417363,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.11"N,39°03'09.54"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67142,  39.05265, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC08_L2SP_170045_20180519_20200901_02_T1,LC81700452018139LGN00
LC08_L2SP_170045_20180604_20200831_02_T1,LC08_L1TP_170045_20180604_20200831_02_T1,LC81700452018155LGN00,2018/06/04,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-06-04 07:47:40.942953,2018-06-04 07:48:12.712952,LGN,DAY,   0.16,   1.16,597,5,    6.112,    3.027,    5.310,LPGS_15.3.1c,68.23365811,83.55566640,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.26"N,39°05'19.57"E,22°42'59.40"N,37°58'32.30"E,22°42'54.97"N,40°12'05.58"E,20°36'48.60"N,37°59'25.37"E,20°36'44.60"N,40°11'03.34"E, 21.67174,  39.08877, 22.71650,  37.97564, 22.71527,  40.20155, 20.61350,  37.99038, 20.61239,  40.18426,LC08_L2SP_170045_20180604_20200831_02_T1,LC81700452018155LGN00
LC08_L2SP_170045_20180620_20200831_02_T1,LC08_L1TP_170045_20180620_20200831_02_T1,LC81700452018171LGN00,2018/06/20,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-06-20 07:47:51.162065,2018-06-20 07:48:22.932063,LGN,DAY,   5.57,  13.04,532,5,    6.419,    3.522,    5.366,LPGS_15.3.1c,67.54460898,80.86351571,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°05'06.94"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'38.77"N,37°59'15.07"E,20°36'34.99"N,40°10'42.53"E, 21.67146,  39.08526, 22.71648,  37.97272, 22.71531,  40.19571, 20.61077,  37.98752, 20.60972,  40.17848,LC08_L2SP_170045_20180620_20200831_02_T1,LC81700452018171LGN00
LC08_L2SP_170045_20180706_20200831_02_T1,LC08_L1TP_170045_20180706_20200831_02_T1,LC81700452018187LGN00,2018/07/06,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-07-06 07:48:00.27761,2018-07-06 07:48:32.047608,LGN,DAY,  27.75,  18.72,298,5,    7.323,    4.374,    5.874,LPGS_15.3.1c,66.82657396,82.76632001,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.66"N,39°05'03.98"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'48.53"N,37°59'15.04"E,20°36'44.75"N,40°10'42.60"E, 21.67185,  39.08444, 22.71648,  37.97272, 22.71531,  40.19571, 20.61348,  37.98751, 20.61243,  40.17850,LC08_L2SP_170045_20180706_20200831_02_T1,LC81700452018187LGN00
LC08_L2SP_170045_20180722_20200831_02_T1,LC08_L1TP_170045_20180722_20200831_02_T1,LC81700452018203LGN00,2018/07/22,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-07-22 07:48:07.118415,2018-07-22 07:48:38.888414,LGN,DAY,   0.00,   0.03,611,5,    5.744,    3.203,    4.768,LPGS_15.3.1c,66.23860756,88.73582351,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.15"N,39°05'29.47"E,22°42'59.47"N,37°58'42.82"E,22°42'54.86"N,40°12'16.09"E,20°36'38.92"N,37°59'35.81"E,20°36'34.78"N,40°11'13.60"E, 21.67143,  39.09152, 22.71652,  37.97856, 22.71524,  40.20447, 20.61081,  37.99328, 20.60966,  40.18711,LC08_L2SP_170045_20180722_20200831_02_T1,LC81700452018203LGN00
LC08_L2SP_170045_20180807_20200831_02_T1,LC08_L1TP_170045_20180807_20200831_02_T1,LC81700452018219LGN00,2018/08/07,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-08-07 07:48:15.845591,2018-08-07 07:48:47.61559,LGN,DAY,   0.00,   0.04,627,5,    5.487,    3.166,    4.481,LPGS_15.3.1c,65.60724985,98.08568257,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.94"N,39°05'17.12"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'38.84"N,37°59'25.44"E,20°36'34.92"N,40°10'52.90"E, 21.67165,  39.08809, 22.71650,  37.97564, 22.71529,  40.19863, 20.61079,  37.99040, 20.60970,  40.18136,LC08_L2SP_170045_20180807_20200831_02_T1,LC81700452018219LGN00
LC08_L2SP_170045_20180823_20200831_02_T1,LC08_L1TP_170045_20180823_20200831_02_T1,LC81700452018235LGN00,2018/08/23,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-08-23 07:48:24.039092,2018-08-23 07:48:55.809091,LGN,DAY,   5.92,  22.50,581,5,    4.999,    3.039,    3.969,LPGS_15.3.1c,64.49302880,109.76476482,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.48"N,39°05'02.47"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'48.53"N,37°59'15.04"E,20°36'44.75"N,40°10'42.60"E, 21.67180,  39.08402, 22.71648,  37.97272, 22.71531,  40.19571, 20.61348,  37.98751, 20.61243,  40.17850,LC08_L2SP_170045_20180823_20200831_02_T1,LC81700452018235LGN00
LC08_L2SP_170045_20180908_20200831_02_T1,LC08_L1TP_170045_20180908_20200831_02_T1,LC81700452018251LGN00,2018/09/08,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/31,2020/08/31,2018-09-08 07:48:29.836748,2018-09-08 07:49:01.606746,LGN,DAY,   0.32,   5.12,630,5,    4.975,    3.303,    3.720,LPGS_15.3.1c,62.46593998,122.16299698,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.87"N,39°05'10.36"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'38.84"N,37°59'25.44"E,20°36'34.92"N,40°10'52.90"E, 21.67163,  39.08621, 22.71650,  37.97564, 22.71529,  40.19863, 20.61079,  37.99040, 20.60970,  40.18136,LC08_L2SP_170045_20180908_20200831_02_T1,LC81700452018251LGN00
LC08_L2SP_170045_20180924_20200830_02_T1,LC08_L1TP_170045_20180924_20200830_02_T1,LC81700452018267LGN00,2018/09/24,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-09-24 07:48:34.871669,2018-09-24 07:49:06.641668,LGN,DAY,   0.00,   0.09,621,5,    4.745,    3.193,    3.510,LPGS_15.3.1c,59.33559982,133.47826438,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.04"N,39°05'14.57"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'38.84"N,37°59'25.44"E,20°36'34.92"N,40°10'52.90"E, 21.67140,  39.08738, 22.71650,  37.97564, 22.71529,  40.19863, 20.61079,  37.99040, 20.60970,  40.18136,LC08_L2SP_170045_20180924_20200830_02_T1,LC81700452018267LGN00
LC08_L2SP_170045_20181010_20200830_02_T1,LC08_L1TP_170045_20181010_20200830_02_T1,LC81700452018283LGN00,2018/10/10,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-10 07:48:42.76733,2018-10-10 07:49:14.537329,LGN,DAY,   0.00,   0.00,606,5,    4.869,    3.490,    3.395,LPGS_15.3.1c,55.29070638,142.45977518,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.76"N,39°04'19.63"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'38.56"N,37°58'33.64"E,20°36'35.28"N,40°10'01.06"E, 21.67160,  39.07212, 22.71640,  37.96103, 22.71540,  40.18403, 20.61071,  37.97601, 20.60980,  40.16696,LC08_L2SP_170045_20181010_20200830_02_T1,LC81700452018283LGN00
LC08_L2SP_170045_20181026_20200830_02_T1,LC08_L1TP_170045_20181026_20200830_02_T1,LC81700452018299LGN00,2018/10/26,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-10-26 07:48:47.960868,2018-10-26 07:49:19.730867,LGN,DAY,   0.86,   7.65,564,5,    5.526,    3.790,    4.021,LPGS_15.3.1c,50.79213233,148.67891443,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.04"N,39°03'49.64"E,22°42'58.86"N,37°57'08.17"E,22°42'55.66"N,40°10'30.97"E,20°36'38.34"N,37°58'02.53"E,20°36'35.50"N,40°09'29.99"E, 21.67140,  39.06379, 22.71635,  37.95227, 22.71546,  40.17527, 20.61065,  37.96737, 20.60986,  40.15833,LC08_L2SP_170045_20181026_20200830_02_T1,LC81700452018299LGN00
LC08_L2SP_170045_20181111_20200830_02_T1,LC08_L1TP_170045_20181111_20200830_02_T1,LC81700452018315LGN00,2018/11/11,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-11 07:48:50.380812,2018-11-11 07:49:22.15081,LGN,DAY,   0.06,   0.82,552,5,    5.564,    3.585,    4.255,LPGS_15.3.1c,46.41297435,152.25241057,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.08"N,39°03'45.68"E,22°42'58.79"N,37°56'57.66"E,22°42'55.66"N,40°10'30.97"E,20°36'38.30"N,37°57'52.16"E,20°36'35.50"N,40°09'29.99"E, 21.67169,  39.06269, 22.71633,  37.94935, 22.71546,  40.17527, 20.61064,  37.96449, 20.60986,  40.15833,LC08_L2SP_170045_20181111_20200830_02_T1,LC81700452018315LGN00
LC08_L2SP_170045_20181127_20200830_02_T1,LC08_L1TP_170045_20181127_20200830_02_T1,LC81700452018331LGN00,2018/11/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-11-27 07:48:49.818592,2018-11-27 07:49:21.588591,LGN,DAY,  33.69,  35.24,524,5,    6.204,    4.095,    4.660,LPGS_15.3.1c,42.73513006,153.54195304,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.19"N,39°04'13.58"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'48.24"N,37°58'23.20"E,20°36'45.11"N,40°09'50.80"E, 21.67172,  39.07044, 22.71639,  37.95811, 22.71542,  40.18111, 20.61340,  37.97311, 20.61253,  40.16411,LC08_L2SP_170045_20181127_20200830_02_T1,LC81700452018331LGN00
LC08_L2SP_170045_20181213_20200830_02_T1,LC08_L1TP_170045_20181213_20200830_02_T1,LC81700452018347LGN00,2018/12/13,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2018-12-13 07:48:46.312414,2018-12-13 07:49:18.082412,LGN,DAY,  36.13,  24.12,207,5,    6.142,    4.196,    4.486,LPGS_15.3.1c,40.25156190,152.95634112,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.94"N,39°05'13.24"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'48.60"N,37°59'25.37"E,20°36'44.68"N,40°10'52.97"E, 21.67165,  39.08701, 22.71650,  37.97564, 22.71529,  40.19863, 20.61350,  37.99038, 20.61241,  40.18138,LC08_L2SP_170045_20181213_20200830_02_T1,LC81700452018347LGN00
LC08_L2SP_170045_20181229_20200829_02_T1,LC08_L1TP_170045_20181229_20200829_02_T1,LC81700452018363LGN00,2018/12/29,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/29,2020/08/29,2018-12-29 07:48:46.840909,2018-12-29 07:49:18.610907,LGN,DAY,  30.31,  44.26,298,5,    7.225,    4.906,    5.304,LPGS_15.3.1c,39.32797614,150.93849433,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.52"N,39°04'59.59"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'48.53"N,37°59'15.04"E,20°36'44.75"N,40°10'42.60"E, 21.67181,  39.08322, 22.71648,  37.97272, 22.71531,  40.19571, 20.61348,  37.98751, 20.61243,  40.17850,LC08_L2SP_170045_20181229_20200829_02_T1,LC81700452018363LGN00
LC08_L2SP_170045_20190114_20200830_02_T1,LC08_L1TP_170045_20190114_20200830_02_T1,LC81700452019014LGN00,2019/01/14,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/08/30,2020/08/30,2019-01-14 07:48:44.682476,2019-01-14 07:49:16.452474,LGN,DAY,  23.81,  38.13,358,5,    6.818,    4.509,    5.113,LPGS_15.3.1c,40.12224007,147.86970057,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.62"N,39°05'12.77"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'38.84"N,37°59'25.44"E,20°36'34.92"N,40°10'52.90"E, 21.67156,  39.08688, 22.71650,  37.97564, 22.71529,  40.19863, 20.61079,  37.99040, 20.60970,  40.18136,LC08_L2SP_170045_20190114_20200830_02_T1,LC81700452019014LGN00
